taxa,min_abRel,mean_abRel,max_abRel,sd,var,prevalencia,perc_prev,Abundance_rank,prevalence_rank
Prevotella_amnii,0,3.6802257525083614e-4,0.7044,0.016990698336406138,2.8868021608158213e-4,9,0.18816642274722975,487,606
Prevotella_bergensis,0,4.68361801242236e-6,0.01978,4.059100664871021e-4,1.6476149610631148e-7,3,0.06272214091574327,785,735.5
Prevotella_bivia,0,0.002977670613841287,4.97521,0.10583586921992243,0.01120105648939129,225,4.704160568680744,319,259.5
Prevotella_buccae,0,0.0018485995854236345,4.19798,0.09926867520899255,0.009854157967288541,25,0.5226845076311939,350,490.5
Prevotella_buccalis,0,0.0018222214972527472,0.66718,0.02362311968723935,5.580332060490786e-4,237,4.955049132343717,351,255
Prevotella_colorans,0,2.3194967849179805e-4,0.28706,0.007151446728833464,5.114233378202403e-5,40,0.8362952122099101,526,442.5
Prevotella_copri,0,8.565934473372677,96.148929999999993,18.253334046740598,333.1341176864419,2699,56.42901944386368,1,61
Prevotella_corporis,0,0.0033159922655034485,6.12328,0.12798017279174706,0.016378682644196448,286,5.979510767300857,309,239
Prevotella_denticola,0,3.325355351170568e-5,0.08265,0.0017934108779993402,3.216285119401636e-6,6,0.12544428183148654,658,648.5
Prevotella_disiens,0,0.004398086981406275,5.253,0.11449368312073624,0.013108546367010445,280,5.85406648546937,293,240.5
Prevotella_histicola,0,1.0200250836120401e-4,0.35961,0.00749303621688095,5.6145041365273185e-5,8,0.167259042441982,581,619.5
Prevotella_intermedia,0,1.3799122073578596e-5,0.02076,5.461604360555098e-4,2.9828713970747517e-7,6,0.12544428183148654,716,648.5
Prevotella_jejuni,0,2.0735785953177258e-6,0.00504,1.1554281470562958e-4,1.3349992575334553e-08,3,0.06272214091574327,841,735.5
Prevotella_marshii,0,4.4105351170568557e-7,0.00211,4.312863430844619e-5,1.8600632888052524e-9,1,0.02090738030524775,926,899.5
Prevotella_melaninogenica,0,6.274832775919732e-4,2.24567,0.04602196034079032,0.002117999907651743,22,0.4599623667154506,440,504
Prevotella_multisaccharivorax,0,6.043060200668897e-6,0.02891,5.909236103588528e-4,3.4918774556508023e-7,1,0.02090738030524775,768,899.5
Prevotella_nigrescens,0,8.632943143812709e-7,0.00172,4.3666227373658474e-5,1.9067173392159816e-9,4,0.083629521220991,896,695.5
Prevotella_oralis,0,2.859531772575251e-6,0.008085,1.77948413858729e-4,3.166530278849399e-8,3,0.06272214091574327,818,735.5
Prevotella_oris,0,9.092809364548495e-7,0.00428,8.748922744752208e-5,7.654299346484102e-9,2,0.0418147606104955,893,787
Prevotella_salivae,0,3.8085284280936452e-6,0.01822,3.7241882327008986e-4,1.3869460117324806e-7,1,0.02090738030524775,799,899.5
Prevotella_sp_885,0,0.11432165384615385,45.33863,1.2814671435180962,1.6420949021121056,249,5.205937696006691,99,251.5
Prevotella_sp_AM42_24,0,0.16337960653567446,26.60501,1.2053374127761516,1.452759116650188,372,7.777545473552164,81,219
Prevotella_sp_CAG_1031,0,0.03682685305183946,15.44099,0.5331880901230027,0.28428094131499476,100,2.0907380305247756,161,339
Prevotella_sp_CAG_1058,0,0.01662729410535117,11.13318,0.3490206795298149,0.1218127411432438,42,0.8781099728204057,209,438.5
Prevotella_sp_CAG_1092,0,0.035823609949832774,19.72697,0.5248698000854652,0.27547987024379184,157,3.2824587079238974,164,294.5
Prevotella_sp_CAG_1124,0,0.06910069607023411,29.64578,1.1270230522446552,1.2701466415067122,50,1.0453690152623878,126,415
Prevotella_sp_CAG_1185,0,0.023549948787625417,25.72796,0.6438477681208424,0.41453232552209196,181,3.7842358352498433,188,278
Prevotella_sp_CAG_1320,0,0.059960560200668894,40.29473,1.3108084206375283,1.7181821754335016,24,0.5017771273259461,130,495
Prevotella_sp_CAG_279,0,0.28877620882107025,22.32622,1.2967459082028507,1.681408910185266,720,15.053313819778383,65,160
Prevotella_sp_CAG_485,0,0.015237622073578596,8.60719,0.24487476069729971,0.05996196381400105,77,1.609868283504077,214,366.5
Prevotella_sp_CAG_520,0,0.2050906799052397,37.50906,1.8822511554304875,3.5427113117319817,367,7.673008572025926,75,221.5
Prevotella_sp_CAG_5226,0,0.09777741429765886,16.25811,0.7893643315399174,0.6230647981107242,228,4.766882709596488,109,257
Prevotella_sp_CAG_617,0,0.03376751898690078,12.30417,0.4506278902719299,0.20305892221221408,62,1.2962575789253605,167,389.5
Prevotella_sp_CAG_755,0,0.013758001672240802,8.01114,0.2654949224494687,0.07048588906381571,37,0.7735730712941669,225,453.5
Prevotella_sp_CAG_873,0,0.05883589778428094,34.86763,0.9273537279167663,0.8599601984223721,89,1.86075684716705,133,349
Prevotella_sp_CAG_891,0,0.0432577611383182,16.98684,0.6536047629654136,0.4271868456658475,96,2.0071085093037846,153,344
Prevotella_sp_CAG_924,0,0.05018089464882943,37.38417,1.150000205051477,1.3224732578980458,36,0.752665690988919,144,458.5
Prevotella_sp_MGM2,0,5.539297658862876e-7,0.00233,4.784819536223734e-5,2.2894291221887003e-9,2,0.0418147606104955,909,787
Prevotella_sp_oral_taxon_306,0,1.3377926421404684e-7,6.4e-4,1.3081671069860458e-5,1.7112866357328716e-10,1,0.02090738030524775,962,899.5
Prevotella_sp_oral_taxon_376,0,7.878971571906354e-5,0.37693,0.007704491056816408,5.935867796063178e-5,1,0.02090738030524775,589,899.5
Prevotella_sp_P3_122,0,3.622491638795987e-5,0.1733,0.003542271244385652,1.2547578928084813e-5,1,0.02090738030524775,651,899.5
Prevotella_sp_S7_1_8,0,7.825258301481128e-5,0.14741,0.003275558572732486,1.0729136759802474e-5,21,0.43905498641020285,592,510.5
Prevotella_stercorea,0,0.380651078421126,59.05122,2.834756965363415,8.035413606083585,608,12.711687225590634,51,175
Prevotella_timonensis,0,0.0030374004618569836,3.5372,0.08159329689289585,0.00665734006897483,184,3.8469579761655868,318,274.5
Prevotella_veroralis,0,3.030936454849498e-7,0.00145,2.9638161017652594e-5,8.784131229561428e-10,1,0.02090738030524775,939.5,899.5
Alistipes_finegoldii,0,0.6053172211161539,32.88186,1.7725339850504493,3.1415015796215995,3868,80.8697470206983,41,30
Alistipes_indistinctus,0,0.08555699659054017,9.42275,0.34128787710336156,0.11646653193815719,2428,50.76311938114154,114,71
Alistipes_inops,0,0.291605142654621,25.35019,1.145284414961369,1.3115527032179435,1543,32.260087810997284,63,98
Alistipes_onderdonkii,0,0.03034329796743112,7.10531,0.27032279212374993,0.07307102634662598,692,14.467907171231445,172,163
Alistipes_putredinis,0,2.873259811687946,40.60089,3.8704082342989063,14.977134363544263,3970,83.00229981183358,9,26
Alistipes_shahii,0,0.21737062895321305,7.29348,0.43902852179690854,0.19271589727506064,3671,76.7509931005645,73,34
Alistipes_sp_An31A,0,0.08560782190635452,23.27543,0.8652619449020816,0.7486472105211243,200,4.181476061049551,113,266.5
Alistipes_sp_An66,0,0.0014174022784280936,2.20661,0.05143575379122461,0.0026455970282386965,52,1.0871837758728833,373,410.5
Alistipes_sp_CAG_831,0,0.014638157399665551,38.67366,0.8759023318888308,0.7671966565011941,13,0.2717959439682208,218,563
Alistipes_sp_CHKCI003,0,0.0018006103678929765,3.56436,0.0820894454250109,0.00673859082430772,6,0.12544428183148654,353,648.5
Alistipes_timonensis,0,0.004891050585284281,1.27805,0.04370719458115578,0.0019102301583974184,382,7.986619276604641,284,217
Rikenella_microfusus,0,0.002885501672240803,6.67656,0.14330621233349825,0.020536417171701075,17,0.35542546518921175,321,538
Parabacteroides_chinchillae,0,2.5206939799331102e-5,0.05615,0.0012477675800299168,1.5569048966274456e-6,9,0.18816642274722975,681,606
Parabacteroides_distasonis,0,0.977486150802984,30.46543,1.653128105895297,2.732355158444593,4240,88.64729249425048,24,16
Parabacteroides_goldsteinii,0,0.04564255757286192,7.69433,0.2962826197893201,0.08777800540122029,912,19.067530838385952,147,139
Parabacteroides_gordonii,0,0.0027977982162764774,6.4842,0.13643632628052157,0.01861463723959317,129,2.69705205937696,324,317
Parabacteroides_johnsonii,0,0.05882092018534002,8.33828,0.332789102914361,0.1107409291822201,796,16.64227472297721,134,151
Parabacteroides_merdae,0,0.7257415793818779,53.25324,1.5042372496720358,2.262379982207662,3482,72.79949822287267,37,42
Parabacteroides_sp_426_9,0,6.588210702341138e-5,0.22533,0.004656797391583469,2.1685543910210897e-5,13,0.2717959439682208,606,563
Parabacteroides_sp_CAG_409,0,0.02073389980490524,6.97812,0.22636471722181914,0.05123898741839922,204,4.265105582270542,197,265
Tannerella_forsythia,0,6.093227424749164e-7,0.002615,5.3625231716524294e-5,2.8756397398532754e-9,2,0.0418147606104955,905,787
Chryseobacterium_sp_VAUSW3,0,1.8645484949832778e-6,0.00892,1.823257905361801e-4,3.324241137045311e-8,1,0.02090738030524775,852,899.5
Cloacibacterium_normanense,0,4.341555183946488e-6,0.01993,4.0754873763556654e-4,1.6609453325684067e-7,2,0.0418147606104955,792,787
Elizabethkingia_anophelis,0,1.9000836120401338e-6,0.00427,1.0022847347550607e-4,1.0045631174611406e-8,3,0.06272214091574327,849,735.5
Pedobacter_himalayensis,0,1.6095317725752508e-6,0.0077,1.5738885505925862e-4,2.477104117006883e-8,1,0.02090738030524775,863,899.5
Sphingobacterium_multivorum,0,6.479933110367893e-8,3.1e-4,6.336434424463659e-6,4.0150059983869365e-11,1,0.02090738030524775,972,899.5
Candidatus_Gastranaerophilales_bacterium,0,0.005302839151337792,1.41342,0.057886683177211684,0.003350739122679328,171,3.5751620321973654,276,285.5
Candidatus_Gastranaerophilales_bacterium_HUM_9,0,0.003228529473244147,7.704225,0.16464349345118168,0.027107150873921054,10,0.20907380305247752,312,596.5
Chlamydia_ibidis,0,2.1132943143812708e-6,0.00459,1.1190890556205952e-4,1.2523460941032225e-8,3,0.06272214091574327,838,735.5
Kouleothrix_aurantiaca,0,9.726170568561873e-6,0.00659,2.2550715986377435e-4,5.085245676969084e-8,13,0.2717959439682208,741,563
Arthrospira_platensis,0,4.3513795986622076e-5,0.20817,0.00425501791658258,1.8105023597512142e-5,1,0.02090738030524775,640,899.5
Mucispirillum_schaedleri,0,4.974916387959867e-7,0.00238,4.864746429104357e-5,2.366555668809882e-9,1,0.02090738030524775,917,899.5
Bacillus_aerius,0,4.280936454849499e-6,0.01803,3.7022244242088386e-4,1.3706341967820734e-7,2,0.0418147606104955,793,787
Bacillus_altitudinis,0,3.6998327759197323e-7,0.00177,3.617899655258283e-5,1.3089086672576935e-9,1,0.02090738030524775,934,899.5
Bacillus_cereus_group,0,1.0505434782608696e-4,0.227,0.004802224521552165,2.306105831004746e-5,24,0.5017771273259461,580,495
Bacillus_coagulans,0,2.1718227424749164e-6,0.01039,2.1237275377476584e-4,4.51018032298092e-8,1,0.02090738030524775,836,899.5
Bacillus_megaterium,0,5.936454849498327e-7,0.00251,5.1524549669636776e-5,2.6547552975361224e-9,2,0.0418147606104955,907,787
Bacillus_sp_FJAT_27916,0,4.9790969899665555e-6,0.02382,4.8688344513136885e-4,2.3705347444736317e-7,1,0.02090738030524775,784,899.5
Bacillus_stratosphericus,0,2.7801003344481607e-7,0.00133,2.7185347692053762e-5,7.390368481318057e-10,1,0.02090738030524775,943,899.5
Geobacillus_stearothermophilus,0,8.448996655518395e-6,0.01715,3.874473080778255e-4,1.5011349276885027e-7,6,0.12544428183148654,745,648.5
Hydrogenibacillus_schlegelii,0,2.3102006688963213e-5,0.02557,6.187897308853179e-4,3.828935307674106e-7,20,0.41814760610495505,684,517
Gemella_asaccharolytica,0,2.6565344302436695e-4,0.71818,0.015028776617446317,2.2586154294507553e-4,43,0.8990173531256535,515,435.5
Gemella_haemolysans,0,2.5893760451505015e-4,0.085319999999999993,0.0029219710499766853,8.537592632786953e-6,161,3.3660882291448884,518,293
Gemella_morbillorum,0,2.6132211538461536e-4,0.30992,0.007712069917531315,5.947499154571327e-5,57,1.191720677399122,517,398.5
Gemella_sanguinis,0,0.001951144439799331,1.18275,0.02585149433933194,6.682770010308143e-4,666,13.924315283295002,345,170
Brochothrix_thermosphacta,0,1.2959866220735786e-5,0.062,0.0012672868848927316,1.6060023993547745e-6,1,0.02090738030524775,720,899.5
Paenibacillus_polysaccharolyticus,0,5.330267558528428e-7,0.00255,5.2122283168975254e-5,2.7167093136848136e-9,1,0.02090738030524775,913,899.5
Macrococcus_caseolyticus,0,3.68938127090301e-6,0.01029,2.3567624779504917e-4,5.554272357020251e-8,2,0.0418147606104955,803,787
Staphylococcus_aureus,0,2.72542502787068e-4,0.50333,0.010864213322457263,1.1802944157346986e-4,37,0.7735730712941669,512,453.5
Staphylococcus_capitis,0,1.1394857859531772e-4,0.16066,0.004577997158088495,2.0957779501409936e-5,5,0.10453690152623876,572,667.5
Staphylococcus_carnosus,0,2.2225073160535115e-4,1.06059,0.021678596942469413,4.699575663441876e-4,3,0.06272214091574327,529,735.5
Staphylococcus_epidermidis,0,4.1402069397993314e-5,0.07324,0.00171617524603469,2.945217365894483e-6,8,0.167259042441982,645,619.5
Staphylococcus_equorum,0,7.454013377926421e-5,0.11055,0.0027323959849088575,7.465878037679739e-6,12,0.2508885636629731,597,576
Staphylococcus_gallinarum,0,7.407817725752508e-5,0.13057,0.003309538610512781,1.0952907351139508e-5,4,0.083629521220991,598,695.5
Staphylococcus_haemolyticus,0,4.3478260869565214e-7,0.00208,4.251543097704648e-5,1.8075465089928447e-9,1,0.02090738030524775,927.5,899.5
Staphylococcus_hominis,0,4.612249163879598e-5,0.07905,0.00196987374449496,3.880351674367062e-6,6,0.12544428183148654,634,648.5
Staphylococcus_kloosii,0,2.3118729096989967e-6,0.00626,1.3707841951153248e-4,1.8790287726711395e-8,4,0.083629521220991,831,695.5
Staphylococcus_saprophyticus,0,3.0019335284280935e-5,0.09458,0.0019896761293926686,3.958770067628974e-6,4,0.083629521220991,670,695.5
Staphylococcus_sciuri,0,2.5535117056856187e-5,0.06106,0.001327846976214893,1.7631565805042732e-6,8,0.167259042441982,679,619.5
Staphylococcus_succinus,0,1.0639632107023411e-6,0.00509,1.0404016522748394e-4,1.0824263986140332e-8,1,0.02090738030524775,882,899.5
Staphylococcus_xylosus,0,1.1656981605351171e-4,0.1862,0.004364578542988578,1.9049266608265406e-5,17,0.35542546518921175,571,538
Abiotrophia_defectiva,0,1.0974080267558528e-6,0.00488,9.988944306688498e-5,9.977812994203322e-9,2,0.0418147606104955,880,787
Abiotrophia_sp_HMSC24B09,0,4.164576365663322e-6,0.00758,1.7605712713410847e-4,3.0995694797942435e-8,10,0.20907380305247752,795,596.5
Aerococcus_christensenii,0,1.7048494983277592e-5,0.04658,0.0010151539322580004,1.0305262538642353e-6,4,0.083629521220991,701,695.5
Aerococcus_urinaeequi,0,5.07002508361204e-5,0.11357,0.00269936531885923,7.286490034222751e-6,3,0.06272214091574327,625,735.5
Aerococcus_viridans,0,5.5349080267558525e-5,0.12535,0.0030053453815372536,9.031999487179165e-6,3,0.06272214091574327,618,735.5
Facklamia_hominis,0,2.2190635451505017e-5,0.03902,0.0010522442564169941,1.1072047813345245e-6,3,0.06272214091574327,688,735.5
Carnobacterium_divergens,0,1.1964882943143813e-5,0.01417,3.726745958906952e-4,1.388840713134262e-7,11,0.2299811833577253,726,588
Carnobacterium_maltaromaticum,0,2.478051839464883e-5,0.0631,0.0014366287751566016,2.063879664369532e-6,7,0.14635166213673428,682,633.5
Granulicatella_adiacens,0,1.64193143812709e-5,0.05787,0.0011911220197885915,1.4187575871960607e-6,9,0.18816642274722975,704,606
Enterococcus_asini,0,7.431020066889632e-6,0.03555,7.26645947708655e-4,5.280098458144023e-7,1,0.02090738030524775,751,899.5
Enterococcus_avium,0,0.0013463090510033445,4.67534,0.09611648740213309,0.009238286592856186,24,0.5017771273259461,376,495
Enterococcus_casseliflavus,0,2.7767140468227424e-4,0.23847,0.007446343325273497,5.544703020689355e-5,26,0.5435918879364416,509,486
Enterococcus_cecorum,0,5.127236622073578e-4,1.0673,0.026048021767317832,6.784915157889805e-4,3,0.06272214091574327,460,735.5
Enterococcus_devriesei,0,9.201505016722408e-6,0.04402,8.997736882738394e-4,8.095858095147417e-7,1,0.02090738030524775,742,899.5
Enterococcus_dispar,0,5.811036789297659e-7,0.00278,5.682350870970635e-5,3.2288837000971487e-9,1,0.02090738030524775,908,899.5
Enterococcus_durans,0,0.0010607781145484949,0.79688,0.023362897638315283,5.458132994760138e-4,44,0.9199247334309012,396,433.5
Enterococcus_faecalis,0,0.0050222517767558525,3.00223,0.08698430187773604,0.007566069830923813,176,3.679698933723605,281,283.5
Enterococcus_faecium,0,0.016426533758361204,14.67477,0.3926476813487529,0.15416907711694006,244,5.101400794480452,211,253
Enterococcus_gallinarum,0,5.5141252090301e-4,1.57992,0.03344915390024752,0.0011188336923939567,18,0.3763328454944595,449,531.5
Enterococcus_gilvus,0,1.105769230769231e-6,0.00529,1.0812818743681534e-4,1.1691605552493224e-8,1,0.02090738030524775,878.5,899.5
Enterococcus_hirae,0,0.040176883361204015,49.37849,1.287983904002433,1.658875829739041,59,1.2335354380096175,156,396
Enterococcus_italicus,0,1.2213628762541807e-5,0.03811,8.324277942168716e-4,6.929290711468067e-7,2,0.0418147606104955,724,787
Enterococcus_malodoratus,0,1.9063545150501672e-6,0.00912,1.8641381274551148e-4,3.474981424685061e-8,1,0.02090738030524775,848,899.5
Enterococcus_mundtii,0,5.540969899665552e-5,0.08595,0.0021927506325459287,4.808089046674696e-6,15,0.3136107045787163,615,548.5
Enterococcus_phoeniculicola,0,3.0873745819397995e-6,0.01477,3.0190044015912336e-4,9.114310115145739e-8,1,0.02090738030524775,813,899.5
Enterococcus_pseudoavium,0,3.012123745819398e-6,0.01098,2.2982933185862543e-4,5.282101589354806e-8,2,0.0418147606104955,814,787
Enterococcus_raffinosus,0,1.4487876254180601e-5,0.05989,0.0012269658119810909,1.5054313502841546e-6,5,0.10453690152623876,712,667.5
Enterococcus_thailandicus,0,0.0015239005016722408,6.872,0.14052487288016308,0.019747067114050172,5,0.10453690152623876,366,667.5
Melissococcus_sp_OM08_11BH,0,1.7182274247491639e-6,0.00822,1.6801771280352022e-4,2.8229711894007064e-8,1,0.02090738030524775,859,899.5
Tetragenococcus_halophilus,0,4.548494983277592e-6,0.02046,4.186210866898921e-4,1.7524207978246137e-7,2,0.0418147606104955,789,787
Lactobacillus_acetotolerans,0,9.657190635451505e-7,0.00462,9.443331303555515e-5,8.917574821224779e-9,1,0.02090738030524775,889,899.5
Lactobacillus_acidipiscis,0,4.463628762541806e-5,0.10168,0.002547400420520628,6.489179417870293e-6,4,0.083629521220991,636,695.5
Lactobacillus_acidophilus,0,0.010338414680880714,4.51863,0.1227664297610303,0.015071043611091657,345,7.213046205310475,245,225.5
Lactobacillus_agilis,0,3.092558528428094e-4,1.43135,0.02925918167453626,8.560923165338644e-4,7,0.14635166213673428,502,633.5
Lactobacillus_algidus,0,1.1223035117056856e-4,0.09172,0.0026523981442240305,7.03507363249401e-6,30,0.6272214091574326,573,475
Lactobacillus_alimentarius,0,7.601013795986623e-5,0.34499,0.007053335864776254,4.9749112865338184e-5,5,0.10453690152623876,594,667.5
Lactobacillus_amylovorus,0,0.004597320234113712,6.99971,0.17838624395348845,0.03182120674524912,28,0.5854066485469371,291,480.5
Lactobacillus_animalis,0,0.00188470004180602,5.93959,0.12405334790178113,0.015389072510302231,12,0.2508885636629731,347,576
Lactobacillus_antri,0,3.8816889632107025e-5,0.09544,0.002159079217315542,4.661570587969628e-6,3,0.06272214091574327,647,735.5
Lactobacillus_apis,0,6.507107023411371e-6,0.01621,3.7671290635646446e-4,1.419110710521085e-7,3,0.06272214091574327,761,735.5
Lactobacillus_brevis,0,2.2019753344481606e-4,0.66227,0.01381880674767107,1.9095736849504942e-4,15,0.3136107045787163,531,548.5
Lactobacillus_buchneri,0,1.2249163879598662e-5,0.03164,6.993654705011236e-4,4.891066042095357e-7,4,0.083629521220991,723,695.5
Lactobacillus_coryniformis,0,8.204431438127091e-8,3.925e-4,8.022743585812858e-6,6.436386762112356e-11,1,0.02090738030524775,970,899.5
Lactobacillus_crispatus,0,0.0013734239130434782,1.78895,0.04416615139327721,0.001950617246056684,50,1.0453690152623878,374,415
Lactobacillus_curvatus,0,6.463560827759197e-4,0.43604,0.011541385364954606,1.3320012852138032e-4,80,1.6725904244198202,436,362.5
Lactobacillus_delbrueckii,0,0.02371222599637681,6.06072,0.2155283540668135,0.04645035085760971,507,10.60004181476061,186,191
Lactobacillus_equicursoris,0,5.183946488294314e-7,0.00248,5.069147539570927e-5,2.5696038389676393e-9,1,0.02090738030524775,914,899.5
Lactobacillus_farciminis,0,2.1895903010033446e-6,0.00753,1.5968037448739977e-4,2.5497572830533977e-8,2,0.0418147606104955,835,787
Lactobacillus_fermentum,0,0.005677028985507247,7.67828,0.17475288982967732,0.030538050707429827,103,2.1534601714405186,272,335
Lactobacillus_fructivorans,0,4.302675585284281e-5,0.19088,0.0039051541029195233,1.525009407948613e-5,3,0.06272214091574327,641,735.5
Lactobacillus_fuchuensis,0,1.3802257525083612e-5,0.03322,8.1842705553036e-4,6.698158139138669e-7,3,0.06272214091574327,715,735.5
Lactobacillus_futsaii,0,9.092809364548495e-8,4.35e-4,8.891448305295779e-6,7.905718106605287e-11,1,0.02090738030524775,968,899.5
Lactobacillus_gasseri,0,0.0028506007873467113,1.53141,0.049757008677499374,0.0024756960048311002,109,2.278904453272005,322,331
Lactobacillus_gastricus,0,5.1001254180602003e-5,0.10445,0.00232064810717086,5.385337911452079e-6,9,0.18816642274722975,623,606
Lactobacillus_harbinensis,0,5.100334448160534e-7,0.00244,4.9873870953842984e-5,2.4873818638914114e-9,1,0.02090738030524775,915,899.5
Lactobacillus_helveticus,0,6.89872491638796e-5,0.2124,0.004468642895291683,1.9968559510460894e-5,8,0.167259042441982,604,619.5
Lactobacillus_hilgardii,0,1.1628344481605352e-5,0.03832,8.221891826400326e-4,6.75988359084008e-7,2,0.0418147606104955,733,787
Lactobacillus_homohiochii,0,6.793478260869565e-7,0.00325,6.643036090163513e-5,4.412955344220813e-9,1,0.02090738030524775,903,899.5
Lactobacillus_iners,0,2.209113712374582e-4,0.21258,0.005885087132219275,3.463361147289315e-5,34,0.7108509303784235,530,465
Lactobacillus_ingluviei,0,9.402403846153845e-4,4.49811,0.09194186790007815,0.00845323522968843,1,0.02090738030524775,408,899.5
Lactobacillus_jensenii,0,5.255016722408027e-6,0.02514,5.13864391712956e-4,2.6405436889678586e-7,1,0.02090738030524775,782,899.5
Lactobacillus_johnsonii,0,0.0011951395275919732,1.89235,0.04692051917523633,0.0022015043770857315,20,0.41814760610495505,389,517
Lactobacillus_kalixensis,0,1.6043060200668895e-4,0.32036,0.007307742893036767,5.340242056841611e-5,10,0.20907380305247752,549,596.5
Lactobacillus_kefiranofaciens,0,3.7397261705685616e-4,0.74151,0.01889596356465681,3.570533069372634e-4,6,0.12544428183148654,486,648.5
Lactobacillus_kefiri,0,5.403428093645485e-5,0.11351,0.0028049166838144154,7.867467419464488e-6,4,0.083629521220991,620,695.5
Lactobacillus_kullabergensis,0,1.0242474916387959e-7,4.9e-4,1.0015654412861911e-5,1.003124807713531e-10,1,0.02090738030524775,966,899.5
Lactobacillus_lindneri,0,1.1496655518394649e-7,5.5e-4,1.124206107566133e-5,1.263828631125961e-10,1,0.02090738030524775,963,899.5
Lactobacillus_mindensis,0,9.834866220735787e-6,0.03565,7.406515441670269e-4,5.485594006474685e-7,4,0.083629521220991,740,695.5
Lactobacillus_mucosae,0,0.010487427362040135,3.52446,0.1312060589852263,0.017214440324374195,177,3.7006063140288523,242,282
Lactobacillus_murinus,0,2.4059364548494982e-6,0.00569,1.2970586036656852e-4,1.6823417398669677e-8,4,0.083629521220991,826,695.5
Lactobacillus_nagelii,0,4.222408026755853e-7,0.00202,4.1289024314247065e-5,1.7047690401475605e-9,1,0.02090738030524775,932,899.5
Lactobacillus_nodensis,0,1.2688127090301002e-6,0.00607,1.2407147405320775e-4,1.5393599844949723e-8,1,0.02090738030524775,871,899.5
Lactobacillus_oris,0,7.151102633779264e-4,1.13255,0.025879716601475235,6.697496021427717e-4,35,0.7317583106836713,429,461
Lactobacillus_otakiensis,0,1.0857023411371238e-5,0.04415,9.047640718801734e-4,8.185904840039715e-7,4,0.083629521220991,737,695.5
Lactobacillus_parabuchneri,0,3.3224289297658866e-5,0.11584,0.0023864054370121555,5.694874098938527e-6,9,0.18816642274722975,660,606
Lactobacillus_paragasseri,0,0.0036268051491081385,5.22879,0.12393231624717356,0.01535897866993639,115,2.4043487351034916,303,323
Lactobacillus_paralimentarius,0,4.703177257525083e-8,2.25e-4,4.599024985497816e-6,2.1150851058099754e-11,1,0.02090738030524775,977,899.5
Lactobacillus_pentosus,0,2.1931438127090303e-5,0.03518,8.584869276315256e-4,7.369894507347301e-7,8,0.167259042441982,690,619.5
Lactobacillus_plantarum,0,9.84989896878484e-4,0.99836,0.02364796505817569,5.592147337626633e-4,71,1.4844240016725903,402,375
Lactobacillus_pontis,0,3.123536789297659e-5,0.10757,0.0022525699690010325,5.074021303623894e-6,4,0.083629521220991,667,695.5
Lactobacillus_reuteri,0,0.0055211245819398,10.11799,0.23373197567458767,0.05462990075609405,24,0.5017771273259461,275,495
Lactobacillus_rhamnosus,0,0.0015574764841137124,0.82163,0.022807638420051003,5.20172498005717e-4,144,3.010662763955676,364,304.5
Lactobacillus_rogosae,0,0.029223054201581583,1.86305,0.09240431105903858,0.00853759644735273,2021,42.25381559690571,174,78
Lactobacillus_ruminis,0,0.16065394704570793,22.93809,0.9644724981531374,0.9301462208591222,677,14.154296466652728,83,168
Lactobacillus_saerimneri,0,1.338628762541806e-5,0.03397,7.671430851533723e-4,5.88502010566728e-7,3,0.06272214091574327,719,735.5
Lactobacillus_sakei,0,0.004381198787625418,2.15044,0.05892216523515136,0.003471707383950474,249,5.205937696006691,294,251.5
Lactobacillus_salivarius,0,0.011778180392976588,7.64752,0.22667294937042845,0.05137939456730387,171,3.5751620321973654,235,285.5
Lactobacillus_sanfranciscensis,0,2.987123745819398e-4,0.29422,0.007501491723385707,5.627127404041044e-5,58,1.2126280577043698,506,397
Lactobacillus_satsumensis,0,4.765886287625418e-7,0.00228,4.660345318637787e-5,2.171863390428163e-9,1,0.02090738030524775,920.5,899.5
Lactobacillus_senioris,0,4.389632107023412e-8,2.1e-4,4.292423319797962e-6,1.84247413661669e-11,1,0.02090738030524775,978,899.5
Lactobacillus_sunkii,0,2.08507525083612e-6,0.009975,2.038901076904032e-4,4.157082270741406e-8,1,0.02090738030524775,840,899.5
Lactobacillus_tucceti,0,1.5180811036789298e-6,0.0072625,1.484463064763462e-4,2.203611862352843e-8,1,0.02090738030524775,867,899.5
Lactobacillus_ultunensis,0,1.4709448160535117e-5,0.0393,8.680862076012296e-4,7.535654287068922e-7,4,0.083629521220991,710,695.5
Lactobacillus_vaccinostercus,0,7.253344481605352e-7,0.00347,7.092718533189966e-5,5.030622864305646e-9,1,0.02090738030524775,899,899.5
Lactobacillus_vaginalis,0,2.582953595317726e-4,0.8813,0.018167810481956585,3.300660062875736e-4,21,0.43905498641020285,519,510.5
Lactobacillus_versmoldensis,0,3.182640050167224e-5,0.0769,0.0016392686506259708,2.6871692733603635e-6,13,0.2717959439682208,664,563
Pediococcus_acidilactici,0,0.0017138001672240802,2.94256,0.07490477258185484,0.0056106529796977125,25,0.5226845076311939,356,490.5
Pediococcus_argentinicus,0,3.494983277591973e-6,0.00573,1.5325092403311927e-4,2.3485548902934664e-8,4,0.083629521220991,807,695.5
Pediococcus_damnosus,0,1.0221571906354516e-6,0.00489,9.995214301815256e-5,9.9903459868916e-9,1,0.02090738030524775,885,899.5
